timestamp,open,high,low,close,volume
2019-06-18 11:40:00,195.9400,196.0200,195.8100,195.9100,18326
2019-06-18 11:35:00,196.0000,196.0000,195.8600,195.9300,15296
2019-06-18 11:30:00,195.7700,196.0200,195.7700,196.0200,9000
2019-06-18 11:25:00,196.0100,196.0800,195.5300,195.6900,14341
2019-06-18 11:20:00,195.9600,196.1000,195.9600,196.0500,13999
2019-06-18 11:15:00,195.9300,196.0300,195.8800,195.9100,14373
2019-06-18 11:10:00,195.9800,196.0900,195.9000,195.9300,13221
2019-06-18 11:05:00,196.0950,196.2000,195.8000,195.9800,31220
2019-06-18 11:00:00,196.3450,196.3499,195.9600,196.1000,23603
2019-06-18 10:55:00,196.0300,196.3100,196.0300,196.2950,15439
2019-06-18 10:50:00,195.7350,196.1000,195.7350,196.0800,13198
2019-06-18 10:45:00,195.7400,195.9300,195.7000,195.7500,17779
2019-06-18 10:40:00,195.9200,195.9700,195.6800,195.6800,19280
2019-06-18 10:35:00,196.0300,196.2250,195.7100,195.8793,49768
2019-06-18 10:30:00,196.3500,196.4500,196.0700,196.0700,12730
2019-06-18 10:25:00,196.3700,196.5922,196.3700,196.4100,8094
2019-06-18 10:20:00,196.1550,196.3600,196.1550,196.3600,7348
2019-06-18 10:15:00,196.1400,196.2500,196.0500,196.1350,11460
2019-06-18 10:10:00,196.2350,196.2350,196.1200,196.1700,5147
2019-06-18 10:05:00,195.7300,196.2700,195.7300,196.2600,16106
2019-06-18 10:00:00,196.0400,196.1800,195.7200,195.7200,60356
2019-06-18 09:55:00,195.6900,196.1500,195.4400,196.0850,13903
2019-06-18 09:50:00,196.1300,196.1701,195.6500,195.7500,27312
2019-06-18 09:45:00,196.2300,196.3700,195.9300,196.2100,14723
2019-06-18 09:40:00,196.1000,196.6000,195.8200,196.2300,15023
2019-06-18 09:35:00,195.4300,196.2000,194.7900,195.9800,12247
2019-06-17 16:00:00,194.6600,194.7600,194.5800,194.6000,37015
2019-06-17 15:55:00,194.5500,194.6700,194.4100,194.6700,36229
2019-06-17 15:50:00,194.6100,194.6400,194.5200,194.5700,33126
2019-06-17 15:45:00,194.6200,194.6700,194.5400,194.6200,19004
